date,station,effort,no.cameras,sides.used,model,obs
1/04/2015,AFV36,1,1,D,Bushnell,_
2/04/2015,AFV36,1,1,D,Bushnell,_
3/04/2015,AFV36,1,1,D,Bushnell,_
4/04/2015,AFV36,1,1,D,Bushnell,_
5/04/2015,AFV36,1,1,D,Bushnell,_
6/04/2015,AFV36,1,1,D,Bushnell,_
7/04/2015,AFV36,1,1,D,Bushnell,_
8/04/2015,AFV36,1,1,D,Bushnell,_
9/04/2015,AFV36,1,1,D,Bushnell,_
10/04/2015,AFV36,1,1,D,Bushnell,_
11/04/2015,AFV36,1,1,D,Bushnell,_
12/04/2015,AFV36,1,1,D,Bushnell,_
13/04/2015,AFV36,1,1,D,Bushnell,_
13/03/2015,AFV37,1,1,D,Bushnell,_
14/03/2015,AFV37,1,1,D,Bushnell,_
15/03/2015,AFV37,1,1,D,Bushnell,_
16/03/2015,AFV37,1,1,D,Bushnell,_
17/03/2015,AFV37,1,1,D,Bushnell,_
18/03/2015,AFV37,1,1,D,Bushnell,_
19/03/2015,AFV37,1,1,D,Bushnell,_
20/03/2015,AFV37,1,1,D,Bushnell,_
21/03/2015,AFV37,1,1,D,Bushnell,_
22/03/2015,AFV37,1,1,D,Bushnell,_
23/03/2015,AFV37,1,1,D,Bushnell,_
24/03/2015,AFV37,1,1,D,Bushnell,_
25/03/2015,AFV37,1,1,D,Bushnell,_
26/03/2015,AFV37,1,1,D,Bushnell,_
27/03/2015,AFV37,1,1,D,Bushnell,_
28/03/2015,AFV37,1,1,D,Bushnell,_
29/03/2015,AFV37,1,1,D,Bushnell,_
30/03/2015,AFV37,1,1,D,Bushnell,_
31/03/2015,AFV37,1,1,D,Bushnell,_
1/04/2015,AFV37,1,1,D,Bushnell,_
2/04/2015,AFV37,1,1,D,Bushnell,_
3/04/2015,AFV37,1,1,D,Bushnell,_
4/04/2015,AFV37,1,1,D,Bushnell,_
5/04/2015,AFV37,1,1,D,Bushnell,_
6/04/2015,AFV37,1,1,D,Bushnell,_
7/04/2015,AFV37,1,1,D,Bushnell,_
8/04/2015,AFV37,1,1,D,Bushnell,_
9/04/2015,AFV37,1,1,D,Bushnell,_
10/04/2015,AFV37,1,1,D,Bushnell,_
11/04/2015,AFV37,1,1,D,Bushnell,_
12/04/2015,AFV37,1,1,D,Bushnell,_
13/04/2015,AFV37,1,1,D,Bushnell,_
